Comunidades autónomas	Tipo de dato	Periodo	Total
05 Canarias	Acumulado en lo que va de año	2018M02	2.376.352
05 Canarias	Acumulado en lo que va de año	2018M01	1.183.486
05 Canarias	Acumulado en lo que va de año	2017M12	14.214.222
05 Canarias	Acumulado en lo que va de año	2017M11	12.957.852
05 Canarias	Acumulado en lo que va de año	2017M10	11.717.999
05 Canarias	Acumulado en lo que va de año	2017M09	10.408.347
05 Canarias	Acumulado en lo que va de año	2017M08	9.296.947
05 Canarias	Acumulado en lo que va de año	2017M07	8.130.980
05 Canarias	Acumulado en lo que va de año	2017M06	6.944.499
05 Canarias	Acumulado en lo que va de año	2017M05	5.909.847
05 Canarias	Acumulado en lo que va de año	2017M04	4.916.416
05 Canarias	Acumulado en lo que va de año	2017M03	3.661.354
05 Canarias	Acumulado en lo que va de año	2017M02	2.377.415
05 Canarias	Acumulado en lo que va de año	2017M01	1.193.435
05 Canarias	Acumulado en lo que va de año	2016M12	13.259.567
05 Canarias	Acumulado en lo que va de año	2016M11	12.009.155
05 Canarias	Acumulado en lo que va de año	2016M10	10.847.132
05 Canarias	Acumulado en lo que va de año	2016M09	9.576.666
05 Canarias	Acumulado en lo que va de año	2016M08	8.582.431
05 Canarias	Acumulado en lo que va de año	2016M07	7.470.787
05 Canarias	Acumulado en lo que va de año	2016M06	6.330.108
05 Canarias	Acumulado en lo que va de año	2016M05	5.393.167
05 Canarias	Acumulado en lo que va de año	2016M04	4.494.122
05 Canarias	Acumulado en lo que va de año	2016M03	3.429.273
05 Canarias	Acumulado en lo que va de año	2016M02	2.223.125
05 Canarias	Acumulado en lo que va de año	2016M01	1.108.379
05 Canarias	Acumulado en lo que va de año	2015M12	""
05 Canarias	Acumulado en lo que va de año	2015M11	""
05 Canarias	Acumulado en lo que va de año	2015M10	""
05 Canarias	Tasa de variación acumulada	2021M09	-28,47
05 Canarias	Tasa de variación acumulada	2021M08	-45,55
05 Canarias	Tasa de variación acumulada	2021M07	-60,4
05 Canarias	Tasa de variación acumulada	2021M06	-72,43
05 Canarias	Tasa de variación acumulada	2021M05	-80,51
05 Canarias	Tasa de variación acumulada	2021M04	-86,42
05 Canarias	Tasa de variación acumulada	2021M03	-90,43
05 Canarias	Tasa de variación acumulada	2021M02	-92,92
05 Canarias	Tasa de variación acumulada	2021M01	-92,14
05 Canarias	Tasa de variación acumulada	2020M12	-71,19
05 Canarias	Tasa de variación acumulada	2020M11	-70,03
05 Canarias	Tasa de variación acumulada	2020M10	-68,26
05 Canarias	Tasa de variación acumulada	2020M09	-65,91
05 Canarias	Tasa de variación acumulada	2020M08	-63,24
05 Canarias	Tasa de variación acumulada	2020M07	-61,38
05 Canarias	Tasa de variación acumulada	2020M06	-58,61
05 Canarias	Tasa de variación acumulada	2020M05	-51,86
05 Canarias	Tasa de variación acumulada	2020M04	-42,92
05 Canarias	Tasa de variación acumulada	2020M03	-25,77
05 Canarias	Tasa de variación acumulada	2020M02	-2,87
05 Canarias	Tasa de variación acumulada	2020M01	-4,97
05 Canarias	Tasa de variación acumulada	2019M12	-4,4
05 Canarias	Tasa de variación acumulada	2019M11	-4,4
05 Canarias	Tasa de variación acumulada	2019M10	-4,76
05 Canarias	Tasa de variación acumulada	2019M09	-4,22
05 Canarias	Tasa de variación acumulada	2019M08	-3,74
05 Canarias	Tasa de variación acumulada	2019M07	-3,53
05 Canarias	Tasa de variación acumulada	2019M06	-2,8
05 Canarias	Tasa de variación acumulada	2019M05	-2,09
05 Canarias	Tasa de variación acumulada	2019M04	-0,88
05 Canarias	Tasa de variación acumulada	2019M03	-1,21
05 Canarias	Tasa de variación acumulada	2019M02	-1,59
05 Canarias	Tasa de variación acumulada	2019M01	-2,09
05 Canarias	Tasa de variación acumulada	2018M12	-3,25
05 Canarias	Tasa de variación acumulada	2018M11	-3,57
05 Canarias	Tasa de variación acumulada	2018M10	-3,47
05 Canarias	Tasa de variación acumulada	2018M09	-3,41
05 Canarias	Tasa de variación acumulada	2018M08	-3,04
05 Canarias	Tasa de variación acumulada	2018M07	-2,64
05 Canarias	Tasa de variación acumulada	2018M06	-2,14
05 Canarias	Tasa de variación acumulada	2018M05	-1,96
05 Canarias	Tasa de variación acumulada	2018M04	-1,82
05 Canarias	Tasa de variación acumulada	2018M03	1,71
05 Canarias	Tasa de variación acumulada	2018M02	-0,04
05 Canarias	Tasa de variación acumulada	2018M01	-0,83
05 Canarias	Tasa de variación acumulada	2017M12	7,2
05 Canarias	Tasa de variación acumulada	2017M11	7,9
05 Canarias	Tasa de variación acumulada	2017M10	8,03
05 Canarias	Tasa de variación acumulada	2017M09	8,68
05 Canarias	Tasa de variación acumulada	2017M08	8,33
05 Canarias	Tasa de variación acumulada	2017M07	8,84
05 Canarias	Tasa de variación acumulada	2017M06	9,71
05 Canarias	Tasa de variación acumulada	2017M05	9,58
05 Canarias	Tasa de variación acumulada	2017M04	9,4
05 Canarias	Tasa de variación acumulada	2017M03	6,77
05 Canarias	Tasa de variación acumulada	2017M02	6,94
05 Canarias	Tasa de variación acumulada	2017M01	7,67
05 Canarias	Tasa de variación acumulada	2016M12	13,49
05 Canarias	Tasa de variación acumulada	2016M11	12,98
05 Canarias	Tasa de variación acumulada	2016M10	13,86
05 Canarias	Tasa de variación acumulada	2016M09	13,57
05 Canarias	Tasa de variación acumulada	2016M08	13,52
05 Canarias	Tasa de variación acumulada	2016M07	14,2
05 Canarias	Tasa de variación acumulada	2016M06	12,88
05 Canarias	Tasa de variación acumulada	2016M05	11,93
05 Canarias	Tasa de variación acumulada	2016M04	12,24
05 Canarias	Tasa de variación acumulada	2016M03	10,93
05 Canarias	Tasa de variación acumulada	2016M02	9,59
05 Canarias	Tasa de variación acumulada	2016M01	6,9
05 Canarias	Tasa de variación acumulada	2015M12	""
05 Canarias	Tasa de variación acumulada	2015M11	""
05 Canarias	Tasa de variación acumulada	2015M10	""
09 Cataluña	Dato base	2021M09	867.500
09 Cataluña	Dato base	2021M08	1.075.887
09 Cataluña	Dato base	2021M07	814.310
09 Cataluña	Dato base	2021M06	404.172
09 Cataluña	Dato base	2021M05	251.546
09 Cataluña	Dato base	2021M04	94.391
09 Cataluña	Dato base	2021M03	85.622
09 Cataluña	Dato base	2021M02	54.020
09 Cataluña	Dato base	2021M01	85.265
09 Cataluña	Dato base	2020M12	97.489
09 Cataluña	Dato base	2020M11	58.838
09 Cataluña	Dato base	2020M10	231.004
09 Cataluña	Dato base	2020M09	275.206
09 Cataluña	Dato base	2020M08	458.349
09 Cataluña	Dato base	2020M07	436.941
09 Cataluña	Dato base	2020M06	76.780
09 Cataluña	Dato base	2020M05	0
09 Cataluña	Dato base	2020M04	0
09 Cataluña	Dato base	2020M03	399.140
09 Cataluña	Dato base	2020M02	966.356
09 Cataluña	Dato base	2020M01	870.157
09 Cataluña	Dato base	2019M12	993.169
09 Cataluña	Dato base	2019M11	1.047.153
09 Cataluña	Dato base	2019M10	1.676.430
09 Cataluña	Dato base	2019M09	2.011.704
09 Cataluña	Dato base	2019M08	2.363.331
09 Cataluña	Dato base	2019M07	2.378.593
09 Cataluña	Dato base	2019M06	2.176.726
09 Cataluña	Dato base	2019M05	1.835.129
09 Cataluña	Dato base	2019M04	1.671.426
09 Cataluña	Dato base	2019M03	1.280.871
09 Cataluña	Dato base	2019M02	1.030.292
09 Cataluña	Dato base	2019M01	910.329
09 Cataluña	Dato base	2018M12	969.322
09 Cataluña	Dato base	2018M11	1.034.633
09 Cataluña	Dato base	2018M10	1.665.215
09 Cataluña	Dato base	2018M09	2.007.474
09 Cataluña	Dato base	2018M08	2.433.300
09 Cataluña	Dato base	2018M07	2.427.842
09 Cataluña	Dato base	2018M06	2.104.373
09 Cataluña	Dato base	2018M05	1.885.365
09 Cataluña	Dato base	2018M04	1.570.899
09 Cataluña	Dato base	2018M03	1.217.330
09 Cataluña	Dato base	2018M02	1.015.793
09 Cataluña	Dato base	2018M01	864.798
09 Cataluña	Dato base	2017M12	822.765
09 Cataluña	Dato base	2017M11	981.462
09 Cataluña	Dato base	2017M10	1.497.032
09 Cataluña	Dato base	2017M09	1.999.689
09 Cataluña	Dato base	2017M08	2.567.612
09 Cataluña	Dato base	2017M07	2.557.125
09 Cataluña	Dato base	2017M06	2.026.356
09 Cataluña	Dato base	2017M05	1.920.946
09 Cataluña	Dato base	2017M04	1.755.019
09 Cataluña	Dato base	2017M03	1.155.003
09 Cataluña	Dato base	2017M02	989.198
09 Cataluña	Dato base	2017M01	846.213
09 Cataluña	Dato base	2016M12	956.468
09 Cataluña	Dato base	2016M11	1.009.971
09 Cataluña	Dato base	2016M10	1.562.897
09 Cataluña	Dato base	2016M09	1.876.937
09 Cataluña	Dato base	2016M08	2.501.193
09 Cataluña	Dato base	2016M07	2.394.803
09 Cataluña	Dato base	2016M06	1.850.823
09 Cataluña	Dato base	2016M05	1.630.433
09 Cataluña	Dato base	2016M04	1.483.021
09 Cataluña	Dato base	2016M03	1.076.434
09 Cataluña	Dato base	2016M02	930.354
09 Cataluña	Dato base	2016M01	865.842
09 Cataluña	Dato base	2015M12	890.133
09 Cataluña	Dato base	2015M11	1.029.270
09 Cataluña	Dato base	2015M10	1.521.926
09 Cataluña	Tasa de variación anual	2021M09	215,22
09 Cataluña	Tasa de variación anual	2021M08	134,73
09 Cataluña	Tasa de variación anual	2021M07	86,37
09 Cataluña	Tasa de variación anual	2021M06	426,4
09 Cataluña	Tasa de variación anual	2021M05	..
09 Cataluña	Tasa de variación anual	2021M04	..
09 Cataluña	Tasa de variación anual	2021M03	-78,55
09 Cataluña	Tasa de variación anual	2021M02	-94,41
09 Cataluña	Tasa de variación anual	2021M01	-90,2
09 Cataluña	Tasa de variación anual	2020M12	-90,18
09 Cataluña	Tasa de variación anual	2020M11	-94,38
09 Cataluña	Tasa de variación anual	2020M10	-86,22
09 Cataluña	Tasa de variación anual	2020M09	-86,32
09 Cataluña	Tasa de variación anual	2020M08	-80,61
09 Cataluña	Tasa de variación anual	2020M07	-81,63
09 Cataluña	Tasa de variación anual	2020M06	-96,47
09 Cataluña	Tasa de variación anual	2020M05	-100
09 Cataluña	Tasa de variación anual	2020M04	-100
09 Cataluña	Tasa de variación anual	2020M03	-68,84
09 Cataluña	Tasa de variación anual	2020M02	-6,21
09 Cataluña	Tasa de variación anual	2020M01	-4,41
09 Cataluña	Tasa de variación anual	2019M12	2,46
09 Cataluña	Tasa de variación anual	2019M11	1,21
09 Cataluña	Tasa de variación anual	2019M10	0,67
09 Cataluña	Tasa de variación anual	2019M09	0,21
09 Cataluña	Tasa de variación anual	2019M08	-2,88
09 Cataluña	Tasa de variación anual	2019M07	-2,03
09 Cataluña	Tasa de variación anual	2019M06	3,44
09 Cataluña	Tasa de variación anual	2019M05	-2,66
09 Cataluña	Tasa de variación anual	2019M04	6,4
09 Cataluña	Tasa de variación anual	2019M03	5,22
09 Cataluña	Tasa de variación anual	2019M02	1,43
09 Cataluña	Tasa de variación anual	2019M01	5,26
09 Cataluña	Tasa de variación anual	2018M12	17,81
09 Cataluña	Tasa de variación anual	2018M11	5,42
09 Cataluña	Tasa de variación anual	2018M10	11,23
09 Cataluña	Tasa de variación anual	2018M09	0,39
09 Cataluña	Tasa de variación anual	2018M08	-5,23
09 Cataluña	Tasa de variación anual	2018M07	-5,06
09 Cataluña	Tasa de variación anual	2018M06	3,85
09 Cataluña	Tasa de variación anual	2018M05	-1,85
09 Cataluña	Tasa de variación anual	2018M04	-10,49
09 Cataluña	Tasa de variación anual	2018M03	5,4
09 Cataluña	Tasa de variación anual	2018M02	2,69
09 Cataluña	Tasa de variación anual	2018M01	2,2
09 Cataluña	Tasa de variación anual	2017M12	-13,98
09 Cataluña	Tasa de variación anual	2017M11	-2,82
09 Cataluña	Tasa de variación anual	2017M10	-4,21
09 Cataluña	Tasa de variación anual	2017M09	6,54
09 Cataluña	Tasa de variación anual	2017M08	2,66
09 Cataluña	Tasa de variación anual	2017M07	6,78
09 Cataluña	Tasa de variación anual	2017M06	9,48
09 Cataluña	Tasa de variación anual	2017M05	17,82
09 Cataluña	Tasa de variación anual	2017M04	18,34
09 Cataluña	Tasa de variación anual	2017M03	7,3
09 Cataluña	Tasa de variación anual	2017M02	6,32
09 Cataluña	Tasa de variación anual	2017M01	-2,27
09 Cataluña	Tasa de variación anual	2016M12	7,45
09 Cataluña	Tasa de variación anual	2016M11	-1,88
09 Cataluña	Tasa de variación anual	2016M10	2,69
09 Cataluña	Tasa de variación anual	2016M09	3,27
09 Cataluña	Tasa de variación anual	2016M08	4,52
09 Cataluña	Tasa de variación anual	2016M07	3,54
09 Cataluña	Tasa de variación anual	2016M06	8,27
09 Cataluña	Tasa de variación anual	2016M05	-0,38
09 Cataluña	Tasa de variación anual	2016M04	3,12
09 Cataluña	Tasa de variación anual	2016M03	2,76
09 Cataluña	Tasa de variación anual	2016M02	11,52
09 Cataluña	Tasa de variación anual	2016M01	15,72
09 Cataluña	Tasa de variación anual	2015M12	3,24
09 Cataluña	Tasa de variación anual	2015M11	7,52
09 Cataluña	Tasa de variación anual	2015M10	2,23
09 Cataluña	Acumulado en lo que va de año	2021M09	3.732.714
09 Cataluña	Acumulado en lo que va de año	2021M08	2.865.213
09 Cataluña	Acumulado en lo que va de año	2021M07	1.789.326
09 Cataluña	Acumulado en lo que va de año	2021M06	975.016
09 Cataluña	Acumulado en lo que va de año	2021M05	570.844
09 Cataluña	Acumulado en lo que va de año	2021M04	319.298
09 Cataluña	Acumulado en lo que va de año	2021M03	224.907
09 Cataluña	Acumulado en lo que va de año	2021M02	139.285
09 Cataluña	Acumulado en lo que va de año	2021M01	85.265
09 Cataluña	Acumulado en lo que va de año	2020M12	3.870.259
09 Cataluña	Acumulado en lo que va de año	2020M11	3.772.770
09 Cataluña	Acumulado en lo que va de año	2020M10	3.713.932
09 Cataluña	Acumulado en lo que va de año	2020M09	3.482.928
09 Cataluña	Acumulado en lo que va de año	2020M08	3.207.722
09 Cataluña	Acumulado en lo que va de año	2020M07	2.749.373
09 Cataluña	Acumulado en lo que va de año	2020M06	2.312.433
09 Cataluña	Acumulado en lo que va de año	2020M05	2.235.653
09 Cataluña	Acumulado en lo que va de año	2020M04	2.235.653
09 Cataluña	Acumulado en lo que va de año	2020M03	2.235.653
09 Cataluña	Acumulado en lo que va de año	2020M02	1.836.513
09 Cataluña	Acumulado en lo que va de año	2020M01	870.157
09 Cataluña	Acumulado en lo que va de año	2019M12	19.375.152
09 Cataluña	Acumulado en lo que va de año	2019M11	18.381.984
09 Cataluña	Acumulado en lo que va de año	2019M10	17.334.831
09 Cataluña	Acumulado en lo que va de año	2019M09	15.658.401
09 Cataluña	Acumulado en lo que va de año	2019M08	13.646.697
09 Cataluña	Acumulado en lo que va de año	2019M07	11.283.366
09 Cataluña	Acumulado en lo que va de año	2019M06	8.904.773
09 Cataluña	Acumulado en lo que va de año	2019M05	6.728.047
09 Cataluña	Acumulado en lo que va de año	2019M04	4.892.918
09 Cataluña	Acumulado en lo que va de año	2019M03	3.221.492
09 Cataluña	Acumulado en lo que va de año	2019M02	1.940.621
09 Cataluña	Acumulado en lo que va de año	2019M01	910.329
09 Cataluña	Acumulado en lo que va de año	2018M12	19.196.344
09 Cataluña	Acumulado en lo que va de año	2018M11	18.227.022
09 Cataluña	Acumulado en lo que va de año	2018M10	17.192.389
09 Cataluña	Acumulado en lo que va de año	2018M09	15.527.174
09 Cataluña	Acumulado en lo que va de año	2018M08	13.519.700
09 Cataluña	Acumulado en lo que va de año	2018M07	11.086.400
09 Cataluña	Acumulado en lo que va de año	2018M06	8.658.557
09 Cataluña	Acumulado en lo que va de año	2018M05	6.554.184
09 Cataluña	Acumulado en lo que va de año	2018M04	4.668.819
09 Cataluña	Acumulado en lo que va de año	2018M03	3.097.920
09 Cataluña	Acumulado en lo que va de año	2018M02	1.880.591
09 Cataluña	Acumulado en lo que va de año	2018M01	864.798
09 Cataluña	Acumulado en lo que va de año	2017M12	19.118.421
09 Cataluña	Acumulado en lo que va de año	2017M11	18.295.656
09 Cataluña	Acumulado en lo que va de año	2017M10	17.314.194
09 Cataluña	Acumulado en lo que va de año	2017M09	15.817.162
09 Cataluña	Acumulado en lo que va de año	2017M08	13.817.473
09 Cataluña	Acumulado en lo que va de año	2017M07	11.249.861
09 Cataluña	Acumulado en lo que va de año	2017M06	8.692.736
09 Cataluña	Acumulado en lo que va de año	2017M05	6.666.380
09 Cataluña	Acumulado en lo que va de año	2017M04	4.745.433
09 Cataluña	Acumulado en lo que va de año	2017M03	2.990.414
09 Cataluña	Acumulado en lo que va de año	2017M02	1.835.411
09 Cataluña	Acumulado en lo que va de año	2017M01	846.213
09 Cataluña	Acumulado en lo que va de año	2016M12	18.139.177
09 Cataluña	Acumulado en lo que va de año	2016M11	17.182.709
09 Cataluña	Acumulado en lo que va de año	2016M10	16.172.738
09 Cataluña	Acumulado en lo que va de año	2016M09	14.609.840
09 Cataluña	Acumulado en lo que va de año	2016M08	12.732.903
09 Cataluña	Acumulado en lo que va de año	2016M07	10.231.710
09 Cataluña	Acumulado en lo que va de año	2016M06	7.836.908
09 Cataluña	Acumulado en lo que va de año	2016M05	5.986.085
09 Cataluña	Acumulado en lo que va de año	2016M04	4.355.652
09 Cataluña	Acumulado en lo que va de año	2016M03	2.872.630
09 Cataluña	Acumulado en lo que va de año	2016M02	1.796.196
09 Cataluña	Acumulado en lo que va de año	2016M01	865.842
09 Cataluña	Acumulado en lo que va de año	2015M12	""
09 Cataluña	Acumulado en lo que va de año	2015M11	""
09 Cataluña	Acumulado en lo que va de año	2015M10	""
09 Cataluña	Tasa de variación acumulada	2021M09	7,17
09 Cataluña	Tasa de variación acumulada	2021M08	-10,68
09 Cataluña	Tasa de variación acumulada	2021M07	-34,92
09 Cataluña	Tasa de variación acumulada	2021M06	-57,84
09 Cataluña	Tasa de variación acumulada	2021M05	-74,47
09 Cataluña	Tasa de variación acumulada	2021M04	-85,72
09 Cataluña	Tasa de variación acumulada	2021M03	-89,94
09 Cataluña	Tasa de variación acumulada	2021M02	-92,42
09 Cataluña	Tasa de variación acumulada	2021M01	-90,2
09 Cataluña	Tasa de variación acumulada	2020M12	-80,02
09 Cataluña	Tasa de variación acumulada	2020M11	-79,48
09 Cataluña	Tasa de variación acumulada	2020M10	-78,58
09 Cataluña	Tasa de variación acumulada	2020M09	-77,76
09 Cataluña	Tasa de variación acumulada	2020M08	-76,49
09 Cataluña	Tasa de variación acumulada	2020M07	-75,63
09 Cataluña	Tasa de variación acumulada	2020M06	-74,03
09 Cataluña	Tasa de variación acumulada	2020M05	-66,77
09 Cataluña	Tasa de variación acumulada	2020M04	-54,31
09 Cataluña	Tasa de variación acumulada	2020M03	-30,6
09 Cataluña	Tasa de variación acumulada	2020M02	-5,36
09 Cataluña	Tasa de variación acumulada	2020M01	-4,41
09 Cataluña	Tasa de variación acumulada	2019M12	0,93
09 Cataluña	Tasa de variación acumulada	2019M11	0,85
09 Cataluña	Tasa de variación acumulada	2019M10	0,83
09 Cataluña	Tasa de variación acumulada	2019M09	0,85
09 Cataluña	Tasa de variación acumulada	2019M08	0,94
09 Cataluña	Tasa de variación acumulada	2019M07	1,78
09 Cataluña	Tasa de variación acumulada	2019M06	2,84
09 Cataluña	Tasa de variación acumulada	2019M05	2,65
09 Cataluña	Tasa de variación acumulada	2019M04	4,8
09 Cataluña	Tasa de variación acumulada	2019M03	3,99
09 Cataluña	Tasa de variación acumulada	2019M02	3,19
09 Cataluña	Tasa de variación acumulada	2019M01	5,26
09 Cataluña	Tasa de variación acumulada	2018M12	0,41
09 Cataluña	Tasa de variación acumulada	2018M11	-0,38
09 Cataluña	Tasa de variación acumulada	2018M10	-0,7
09 Cataluña	Tasa de variación acumulada	2018M09	-1,83
09 Cataluña	Tasa de variación acumulada	2018M08	-2,16
09 Cataluña	Tasa de variación acumulada	2018M07	-1,45
09 Cataluña	Tasa de variación acumulada	2018M06	-0,39
09 Cataluña	Tasa de variación acumulada	2018M05	-1,68
09 Cataluña	Tasa de variación acumulada	2018M04	-1,61
09 Cataluña	Tasa de variación acumulada	2018M03	3,6
09 Cataluña	Tasa de variación acumulada	2018M02	2,46
09 Cataluña	Tasa de variación acumulada	2018M01	2,2
09 Cataluña	Tasa de variación acumulada	2017M12	5,4
09 Cataluña	Tasa de variación acumulada	2017M11	6,48
09 Cataluña	Tasa de variación acumulada	2017M10	7,06
09 Cataluña	Tasa de variación acumulada	2017M09	8,26
09 Cataluña	Tasa de variación acumulada	2017M08	8,52
09 Cataluña	Tasa de variación acumulada	2017M07	9,95
09 Cataluña	Tasa de variación acumulada	2017M06	10,92
09 Cataluña	Tasa de variación acumulada	2017M05	11,36
09 Cataluña	Tasa de variación acumulada	2017M04	8,95
09 Cataluña	Tasa de variación acumulada	2017M03	4,1
09 Cataluña	Tasa de variación acumulada	2017M02	2,18
09 Cataluña	Tasa de variación acumulada	2017M01	-2,27
09 Cataluña	Tasa de variación acumulada	2016M12	4,37
09 Cataluña	Tasa de variación acumulada	2016M11	4,21
09 Cataluña	Tasa de variación acumulada	2016M10	4,61
09 Cataluña	Tasa de variación acumulada	2016M09	4,82
09 Cataluña	Tasa de variación acumulada	2016M08	5,06
09 Cataluña	Tasa de variación acumulada	2016M07	5,19
09 Cataluña	Tasa de variación acumulada	2016M06	5,7
09 Cataluña	Tasa de variación acumulada	2016M05	4,93
09 Cataluña	Tasa de variación acumulada	2016M04	7,07
09 Cataluña	Tasa de variación acumulada	2016M03	9,23
09 Cataluña	Tasa de variación acumulada	2016M02	13,51
09 Cataluña	Tasa de variación acumulada	2016M01	15,72
09 Cataluña	Tasa de variación acumulada	2015M12	""
09 Cataluña	Tasa de variación acumulada	2015M11	""
09 Cataluña	Tasa de variación acumulada	2015M10	""
10 Comunitat Valenciana	Dato base	2021M09	641.452
10 Comunitat Valenciana	Dato base	2021M08	753.864
10 Comunitat Valenciana	Dato base	2021M07	607.214
10 Comunitat Valenciana	Dato base	2021M06	271.158
10 Comunitat Valenciana	Dato base	2021M05	141.684
10 Comunitat Valenciana	Dato base	2021M04	71.940
10 Comunitat Valenciana	Dato base	2021M03	46.984
10 Comunitat Valenciana	Dato base	2021M02	28.066
10 Comunitat Valenciana	Dato base	2021M01	49.727
10 Comunitat Valenciana	Dato base	2020M12	71.873
10 Comunitat Valenciana	Dato base	2020M11	53.870
10 Comunitat Valenciana	Dato base	2020M10	177.332
10 Comunitat Valenciana	Dato base	2020M09	185.154
10 Comunitat Valenciana	Dato base	2020M08	429.850
10 Comunitat Valenciana	Dato base	2020M07	383.051
10 Comunitat Valenciana	Dato base	2020M06	31.385
10 Comunitat Valenciana	Dato base	2020M05	0
10 Comunitat Valenciana	Dato base	2020M04	0
10 Comunitat Valenciana	Dato base	2020M03	248.509
10 Comunitat Valenciana	Dato base	2020M02	528.712
10 Comunitat Valenciana	Dato base	2020M01	433.023
10 Comunitat Valenciana	Dato base	2019M12	454.520
10 Comunitat Valenciana	Dato base	2019M11	541.121
10 Comunitat Valenciana	Dato base	2019M10	870.088
10 Comunitat Valenciana	Dato base	2019M09	1.011.901
10 Comunitat Valenciana	Dato base	2019M08	1.270.706
10 Comunitat Valenciana	Dato base	2019M07	1.243.375
10 Comunitat Valenciana	Dato base	2019M06	938.591
10 Comunitat Valenciana	Dato base	2019M05	857.711
10 Comunitat Valenciana	Dato base	2019M04	826.158
10 Comunitat Valenciana	Dato base	2019M03	648.462
10 Comunitat Valenciana	Dato base	2019M02	459.309
10 Comunitat Valenciana	Dato base	2019M01	413.553
10 Comunitat Valenciana	Dato base	2018M12	427.830
10 Comunitat Valenciana	Dato base	2018M11	497.041
10 Comunitat Valenciana	Dato base	2018M10	861.013
10 Comunitat Valenciana	Dato base	2018M09	1.005.841
10 Comunitat Valenciana	Dato base	2018M08	1.175.555
10 Comunitat Valenciana	Dato base	2018M07	1.132.280
10 Comunitat Valenciana	Dato base	2018M06	901.232
10 Comunitat Valenciana	Dato base	2018M05	910.651
10 Comunitat Valenciana	Dato base	2018M04	769.612
10 Comunitat Valenciana	Dato base	2018M03	625.460
10 Comunitat Valenciana	Dato base	2018M02	449.519
10 Comunitat Valenciana	Dato base	2018M01	450.874
10 Comunitat Valenciana	Dato base	2017M12	400.590
10 Comunitat Valenciana	Dato base	2017M11	452.023
10 Comunitat Valenciana	Dato base	2017M10	812.655
10 Comunitat Valenciana	Dato base	2017M09	982.638
10 Comunitat Valenciana	Dato base	2017M08	1.158.902
10 Comunitat Valenciana	Dato base	2017M07	1.217.502
10 Comunitat Valenciana	Dato base	2017M06	873.923
10 Comunitat Valenciana	Dato base	2017M05	918.843
10 Comunitat Valenciana	Dato base	2017M04	749.885
10 Comunitat Valenciana	Dato base	2017M03	526.701
10 Comunitat Valenciana	Dato base	2017M02	429.384
10 Comunitat Valenciana	Dato base	2017M01	402.914
10 Comunitat Valenciana	Dato base	2016M12	366.649
10 Comunitat Valenciana	Dato base	2016M11	377.912
10 Comunitat Valenciana	Dato base	2016M10	761.381
10 Comunitat Valenciana	Dato base	2016M09	779.057
10 Comunitat Valenciana	Dato base	2016M08	1.117.241
10 Comunitat Valenciana	Dato base	2016M07	1.040.949
10 Comunitat Valenciana	Dato base	2016M06	729.855
10 Comunitat Valenciana	Dato base	2016M05	767.289
10 Comunitat Valenciana	Dato base	2016M04	643.239
10 Comunitat Valenciana	Dato base	2016M03	480.476
10 Comunitat Valenciana	Dato base	2016M02	349.586
10 Comunitat Valenciana	Dato base	2016M01	318.136
10 Comunitat Valenciana	Dato base	2015M12	320.260
10 Comunitat Valenciana	Dato base	2015M11	319.290
10 Comunitat Valenciana	Dato base	2015M10	624.144
10 Comunitat Valenciana	Tasa de variación anual	2021M09	246,44
10 Comunitat Valenciana	Tasa de variación anual	2021M08	75,38
10 Comunitat Valenciana	Tasa de variación anual	2021M07	58,52
10 Comunitat Valenciana	Tasa de variación anual	2021M06	763,97
10 Comunitat Valenciana	Tasa de variación anual	2021M05	..
10 Comunitat Valenciana	Tasa de variación anual	2021M04	..
10 Comunitat Valenciana	Tasa de variación anual	2021M03	-81,09
10 Comunitat Valenciana	Tasa de variación anual	2021M02	-94,69
10 Comunitat Valenciana	Tasa de variación anual	2021M01	-88,52
10 Comunitat Valenciana	Tasa de variación anual	2020M12	-84,19
10 Comunitat Valenciana	Tasa de variación anual	2020M11	-90,04
10 Comunitat Valenciana	Tasa de variación anual	2020M10	-79,62
10 Comunitat Valenciana	Tasa de variación anual	2020M09	-81,7
10 Comunitat Valenciana	Tasa de variación anual	2020M08	-66,17
10 Comunitat Valenciana	Tasa de variación anual	2020M07	-69,19
10 Comunitat Valenciana	Tasa de variación anual	2020M06	-96,66
10 Comunitat Valenciana	Tasa de variación anual	2020M05	-100
10 Comunitat Valenciana	Tasa de variación anual	2020M04	-100
10 Comunitat Valenciana	Tasa de variación anual	2020M03	-61,68
10 Comunitat Valenciana	Tasa de variación anual	2020M02	15,11
10 Comunitat Valenciana	Tasa de variación anual	2020M01	4,71
10 Comunitat Valenciana	Tasa de variación anual	2019M12	6,24
10 Comunitat Valenciana	Tasa de variación anual	2019M11	8,87
10 Comunitat Valenciana	Tasa de variación anual	2019M10	1,05
10 Comunitat Valenciana	Tasa de variación anual	2019M09	0,6
10 Comunitat Valenciana	Tasa de variación anual	2019M08	8,09
10 Comunitat Valenciana	Tasa de variación anual	2019M07	9,81
10 Comunitat Valenciana	Tasa de variación anual	2019M06	4,15
10 Comunitat Valenciana	Tasa de variación anual	2019M05	-5,81
10 Comunitat Valenciana	Tasa de variación anual	2019M04	7,35
10 Comunitat Valenciana	Tasa de variación anual	2019M03	3,68
10 Comunitat Valenciana	Tasa de variación anual	2019M02	2,18
10 Comunitat Valenciana	Tasa de variación anual	2019M01	-8,28
